Improving Parameter,Worsening Parameter,Inventive Principles
32 Adaptability / Versatility,34 Trainability / Operability / Controllability,IP #15 and IP #24 and IP #3 and IP #4 and IP #28 and IP #14 and IP #13 and IP #26 and IP #10
32 Adaptability / Versatility,35 Reliability / Robustness,IP #35 and IP #40 and IP #24 and IP #30 and IP #10 and IP #36 and IP #17 and IP #31
32 Adaptability / Versatility,36 Repairability,IP #1 and IP #7 and IP #4 and IP #3 and IP #28 and IP #2 and IP #23
32 Adaptability / Versatility,37 Security,IP #28 and IP #24 and IP #18 and IP #10 and IP #4 and IP #17 and IP #1
32 Adaptability / Versatility,38 Safety / Vulnerability,IP #3 and IP #16 and IP #13 and IP #30 and IP #31 and IP #12 and IP #24 and IP #5
32 Adaptability / Versatility,39 Aesthetics / Appearance,IP #29 and IP #28 and IP #2 and IP #32 and IP #3 and IP #7 and IP #24
32 Adaptability / Versatility,40 Other Harmful Effects Acting on System,IP #35 and IP #24 and IP #31 and IP #3 and IP #40 and IP #11 and IP #19 and IP #14 and IP #17
32 Adaptability / Versatility,41 Manufacturability,IP #10 and IP #13 and IP #29 and IP #31 and IP #1 and IP #28 and IP #24 and IP #5
32 Adaptability / Versatility,42 Manufacture Precision / Consistency,IP #40 and IP #35 and IP #29 and IP #16 and IP #25 and IP #3 and IP #37 and IP #4
32 Adaptability / Versatility,43 Automation,IP #6 and IP #10 and IP #28 and IP #29 and IP #15 and IP #35 and IP #2
32 Adaptability / Versatility,44 Productivity,IP #1 and IP #15 and IP #25 and IP #2 and IP #10 and IP #24 and IP #13 and IP #17
32 Adaptability / Versatility,45 System Complexity,IP #6 and IP #28 and IP #29 and IP #31 and IP #35 and IP #40 and IP #17 and IP #25
32 Adaptability / Versatility,46 Control Complexity,IP #28 and IP #25 and IP #37 and IP #19 and IP #3 and IP #4 and IP #1
32 Adaptability / Versatility,47 Ability to Detect / Measure,IP #25 and IP #28 and IP #32 and IP #40 and IP #37 and IP #4 and IP #29
32 Adaptability / Versatility,48 Measurement Precision,IP #1 and IP #10 and IP #35 and IP #4 and IP #37 and IP #3 and IP #12 and IP #13
33 Compatibility / Connectability,01 Weight of Moving Object,IP #1 and IP #8 and IP #15 and IP #28 and IP #26 and IP #13
33 Compatibility / Connectability,02 Weight of Stationary Object,IP #1 and IP #28 and IP #15 and IP #26 and IP #13
33 Compatibility / Connectability,03 Length / Angle of Moving Object,IP #24 and IP #4 and IP #28 and IP #17 and IP #3 and IP #15 and IP #2
33 Compatibility / Connectability,04 Length / Angle of Stationary Object,IP #24 and IP #28 and IP #17 and IP #4 and IP #3 and IP #2
33 Compatibility / Connectability,05 Area of Moving Object,IP #28 and IP #17 and IP #13 and IP #1 and IP #4 and IP #35 and IP #2
33 Compatibility / Connectability,06 Area of Stationary Object,IP #28 and IP #13 and IP #17 and IP #1 and IP #4 and IP #2
33 Compatibility / Connectability,07 Volume of Moving Object,IP #2 and IP #24 and IP #28 and IP #3 and IP #26 and IP #1
33 Compatibility / Connectability,08 Volume of Stationary Object,IP #2 and IP #26 and IP #24 and IP #28 and IP #1
33 Compatibility / Connectability,09 Shape,IP #13 and IP #28 and IP #7 and IP #24 and IP #17
33 Compatibility / Connectability,10 Amount of Substance,IP #28 and IP #31 and IP #2 and IP #13 and IP #26 and IP #35 and IP #5 and IP #17
33 Compatibility / Connectability,11 Amount of Information,IP #10 and IP #24 and IP #3 and IP #2 and IP #37 and IP #6
33 Compatibility / Connectability,12 Duration of Action of Moving Object,IP #2 and IP #10 and IP #7 and IP #5 and IP #40 and IP #19
33 Compatibility / Connectability,13 Duration of Action of Stationary Object,IP #2 and IP #10 and IP #7 and IP #5 and IP #40 and IP #3
33 Compatibility / Connectability,14 Speed,IP #1 and IP #2 and IP #10 and IP #6 and IP #5 and IP #4
33 Compatibility / Connectability,15 Force / Torque,IP #6 and IP #24 and IP #29 and IP #12 and IP #3 and IP #15
33 Compatibility / Connectability,16 Energy Used by Moving Object,IP #29 and IP #28 and IP #12 and IP #3 and IP #25 and IP #2 and IP #13
33 Compatibility / Connectability,17 Energy Used by Stationary Object,IP #2 and IP #24 and IP #25 and IP #19 and IP #5 and IP #13
33 Compatibility / Connectability,18 Power,IP #6 and IP #29 and IP #25 and IP #28 and IP #12 and IP #16 and IP #2
33 Compatibility / Connectability,19 Stress / Pressure,IP #24 and IP #40 and IP #3 and IP #12 and IP #9 and IP #5 and IP #13 and IP #29
33 Compatibility / Connectability,20 Strength,IP #2 and IP #35 and IP #29 and IP #30 and IP #17 and IP #9 and IP #33
33 Compatibility / Connectability,21 Stability,IP #35 and IP #24 and IP #33 and IP #27 and IP #3 and IP #10
33 Compatibility / Connectability,22 Temperature,IP #21 and IP #39 and IP #35 and IP #9 and IP #22 and IP #7
33 Compatibility / Connectability,23 Illumination Intensity,IP #25 and IP #28 and IP #2 and IP #6 and IP #13
33 Compatibility / Connectability,24 Function Efficiency,IP #12 and IP #3 and IP #19 and IP #37 and IP #2 and IP #15
33 Compatibility / Connectability,25 Loss of Substance,IP #13 and IP #3 and IP #17 and IP #22 and IP #4 and IP #9 and IP #12
33 Compatibility / Connectability,26 Loss of Time,IP #2 and IP #10 and IP #13 and IP #25 and IP #5
33 Compatibility / Connectability,27 Loss of Energy,IP #2 and IP #13 and IP #9 and IP #12 and IP #5
33 Compatibility / Connectability,28 Loss of Information,IP #5 and IP #2 and IP #7 and IP #24 and IP #13 and IP #4
33 Compatibility / Connectability,29 Noise,IP #2 and IP #10 and IP #24 and IP #37 and IP #25 and IP #31
33 Compatibility / Connectability,30 Harmful Emissions,IP #24 and IP #35 and IP #12 and IP #1 and IP #21
33 Compatibility / Connectability,31 Other Harmful Effects Generated by System,IP #3 and IP #11 and IP #32 and IP #33 and IP #24 and IP #16 and IP #30
33 Compatibility / Connectability,32 Adaptability / Versatility,IP #28 and IP #10 and IP #24 and IP #6 and IP #15 and IP #7
33 Compatibility / Connectability,33 Compatibility / Connectability,see physical contradiction
33 Compatibility / Connectability,34 Trainability / Operability / Controllability,IP #10 and IP #25 and IP #2 and IP #22 and IP #28
33 Compatibility / Connectability,35 Reliability / Robustness,IP #9 and IP #35 and IP #24 and IP #10 and IP #37 and IP #12
33 Compatibility / Connectability,36 Repairability,IP #28 and IP #10 and IP #17 and IP #13 and IP #9 and IP #2
33 Compatibility / Connectability,37 Security,IP #24 and IP #10 and IP #28 and IP #25 and IP #1 and IP #15
33 Compatibility / Connectability,38 Safety / Vulnerability,IP #17 and IP #25 and IP #9 and IP #3 and IP #31 and IP #19
33 Compatibility / Connectability,39 Aesthetics / Appearance,IP #28 and IP #7 and IP #13 and IP #17 and IP #3
33 Compatibility / Connectability,40 Other Harmful Effects Acting on System,IP #1 and IP #4 and IP #35 and IP #12 and IP #24 and IP #3 and IP #5 and IP #28
33 Compatibility / Connectability,41 Manufacturability,IP #2 and IP #16 and IP #17 and IP #30 and IP #35 and IP #28
33 Compatibility / Connectability,42 Manufacture Precision / Consistency,IP #2 and IP #10 and IP #9 and IP #35 and IP #13 and IP #17 and IP #4 and IP #14
33 Compatibility / Connectability,43 Automation,IP #10 and IP #17 and IP #16 and IP #13 and IP #5 and IP #37
33 Compatibility / Connectability,44 Productivity,IP #3 and IP #17 and IP #14 and IP #10 and IP #5 and IP #25
33 Compatibility / Connectability,45 System Complexity,IP #28 and IP #24 and IP #13 and IP #12 and IP #5 and IP #17 and IP #4
33 Compatibility / Connectability,46 Control Complexity,IP #10 and IP #2 and IP #25 and IP #5 and IP #13
33 Compatibility / Connectability,47 Ability to Detect / Measure,IP #25 and IP #10 and IP #37 and IP #17 and IP #28 and IP #13
33 Compatibility / Connectability,48 Measurement Precision,IP #25 and IP #37 and IP #17 and IP #4 and IP #28 and IP #12
34 Trainability / Operability / Controllability,01 Weight of Moving Object,IP #28 and IP #35 and IP #25 and IP #15 and IP #13 and IP #2 and IP #26 and IP #8
34 Trainability / Operability / Controllability,02 Weight of Stationary Object,IP #28 and IP #35 and IP #25 and IP #26 and IP #13 and IP #1
34 Trainability / Operability / Controllability,03 Length / Angle of Moving Object,IP #17 and IP #13 and IP #1 and IP #12 and IP #3 and IP #4 and IP #15
34 Trainability / Operability / Controllability,04 Length / Angle of Stationary Object,IP #17 and IP #1 and IP #13 and IP #4 and IP #28 and IP #3
34 Trainability / Operability / Controllability,05 Area of Moving Object,IP #28 and IP #26 and IP #13 and IP #17 and IP #1 and IP #3 and IP #4 and IP #16
34 Trainability / Operability / Controllability,06 Area of Stationary Object,IP #28 and IP #26 and IP #17 and IP #1 and IP #4 and IP #3 and IP #16 and IP #15
34 Trainability / Operability / Controllability,07 Volume of Moving Object,IP #1 and IP #15 and IP #35 and IP #7 and IP #16 and IP #4 and IP #13 and IP #28
34 Trainability / Operability / Controllability,08 Volume of Stationary Object,IP #28 and IP #31 and IP #2 and IP #4 and IP #19 and IP #39 and IP #17
34 Trainability / Operability / Controllability,09 Shape,IP #28 and IP #7 and IP #2 and IP #3 and IP #35 and IP #32 and IP #4 and IP #13
34 Trainability / Operability / Controllability,10 Amount of Substance,IP #35 and IP #1 and IP #13 and IP #17 and IP #14 and IP #4 and IP #12 and IP #2
34 Trainability / Operability / Controllability,11 Amount of Information,IP #1 and IP #7 and IP #2 and IP #10 and IP #4 and IP #17 and IP #32 and 
34 Trainability / Operability / Controllability,12 Duration of Action of Moving Object,IP #19 and IP #25 and IP #3 and IP #35 and IP #5 and IP #12 and IP #7 and 
34 Trainability / Operability / Controllability,13 Duration of Action of Stationary Object,IP #1 and IP #16 and IP #25 and IP #3 and IP #5 and IP #35 and IP #12
34 Trainability / Operability / Controllability,14 Speed,IP #13 and IP #25 and IP #5 and IP #2 and IP #24 and IP #35 and IP #28
34 Trainability / Operability / Controllability,15 Force / Torque,IP #28 and IP #13 and IP #24 and IP #31 and IP #35 and IP #4 and IP #17
34 Trainability / Operability / Controllability,16 Energy Used by Moving Object,IP #24 and IP #1 and IP #13 and IP #28 and IP #12 and IP #19 and IP #3
34 Trainability / Operability / Controllability,17 Energy Used by Stationary Object,IP #24 and IP #28 and IP #12 and IP #3 and IP #1 and IP #13 and IP #15
34 Trainability / Operability / Controllability,18 Power,IP #10 and IP #28 and IP #35 and IP #2 and and IP #1 and IP #21 and IP #36 and IP #37
34 Trainability / Operability / Controllability,19 Stress / Pressure,IP #12 and IP #23 and IP #4 and IP #29 and IP #2 and IP #9 and IP #35
34 Trainability / Operability / Controllability,20 Strength,IP #19 and IP #3 and IP #12 and IP #16 and IP #1 and IP #4 and IP #7
34 Trainability / Operability / Controllability,21 Stability,IP #25 and IP #1 and IP #30 and IP #24 and IP #40 and IP #19 and IP #3
34 Trainability / Operability / Controllability,22 Temperature,IP #31 and IP #13 and IP #24 and IP #26 and IP #35 and IP #19
34 Trainability / Operability / Controllability,23 Illumination Intensity,IP #19 and IP #13 and IP #24 and IP #1 and IP #17 and IP #32
34 Trainability / Operability / Controllability,24 Function Efficiency,IP #25 and IP #10 and IP #2 and IP #37 and IP #19 and IP #3 and IP #32
34 Trainability / Operability / Controllability,25 Loss of Substance,IP #24 and IP #2 and IP #3 and IP #4 and IP #34 and IP #28 and IP #12
34 Trainability / Operability / Controllability,26 Loss of Time,IP #23 and IP #10 and IP #4 and IP #32 and IP #28 and IP #5 and IP #25
34 Trainability / Operability / Controllability,27 Loss of Energy,IP #19 and IP #25 and IP #13 and IP #3 and IP #2 and IP #28 and IP #16
34 Trainability / Operability / Controllability,28 Loss of Information,IP #10 and IP #37 and IP #1 and IP #24 and IP #32 and IP #4 and IP #26
34 Trainability / Operability / Controllability,29 Noise,IP #2 and IP #3 and IP #31 and IP #9 and IP #35 and IP #28 and IP #18 and IP #17
34 Trainability / Operability / Controllability,30 Harmful Emissions,IP #25 and IP #19 and IP #2 and IP #1 and IP #20 and IP #3 and IP #37
34 Trainability / Operability / Controllability,31 Other Harmful Effects Generated by System,IP #35 and IP #31 and IP #24 and IP #4 and IP #32 and IP #25 and IP #27 and IP #1 and 
34 Trainability / Operability / Controllability,32 Adaptability / Versatility,IP #10 and IP #25 and IP #1 and IP #26 and IP #5 and IP #24 and IP #4 and IP #29 and IP #28
34 Trainability / Operability / Controllability,33 Compatibility / Connectability,IP #25 and IP #1 and IP #24 and IP #6 and IP #28 and IP #4
34 Trainability / Operability / Controllability,34 Trainability / Operability / Controllability,see physical contradiction
34 Trainability / Operability / Controllability,35 Reliability / Robustness,IP #40 and IP #35 and IP #2 and IP #17 and IP #12 and IP #29 and IP #23
34 Trainability / Operability / Controllability,36 Repairability,IP #1 and IP #17 and IP #13 and IP #24 and IP #26 and IP #3 and IP #27 and IP #19
34 Trainability / Operability / Controllability,37 Security,IP #3 and IP #28 and IP #5 and IP #23 and IP #24 and IP #13 and IP #25
34 Trainability / Operability / Controllability,38 Safety / Vulnerability,IP #2 and IP #25 and IP #28 and IP #4 and IP #5 and IP #24 and IP #13 and IP #17
34 Trainability / Operability / Controllability,39 Aesthetics / Appearance,IP #28 and IP #29 and IP #22 and IP #32 and IP #3 and IP #7 and IP #24
34 Trainability / Operability / Controllability,40 Other Harmful Effects Acting on System,IP #35 and IP #2 and IP #25 and IP #11 and IP #39 and IP #16 and IP #5 and IP #30
34 Trainability / Operability / Controllability,41 Manufacturability,IP #29 and IP #36 and IP #24 and IP #5 and IP #12 and IP #2 and IP #10 and IP #1
34 Trainability / Operability / Controllability,42 Manufacture Precision / Consistency,IP #15 and IP #29 and IP #35 and IP #2 and IP #1 and IP #28 and IP #13
34 Trainability / Operability / Controllability,43 Automation,IP #10 and IP #1 and IP #12 and IP #3 and IP #34 and IP #13 and IP #28
34 Trainability / Operability / Controllability,44 Productivity,IP #1 and IP #5 and IP #28 and IP #15 and IP #25 and IP #13 and IP #17
34 Trainability / Operability / Controllability,45 System Complexity,IP #28 and IP #29 and IP #5 and IP #12 and IP #32 and IP #17 and IP #26
34 Trainability / Operability / Controllability,46 Control Complexity,IP #1 and IP #25 and IP #37 and IP #5 and IP #3 and IP #10
34 Trainability / Operability / Controllability,47 Ability to Detect / Measure,IP #28 and IP #5 and IP #32 and IP #16 and IP #10 and IP #9
34 Trainability / Operability / Controllability,48 Measurement Precision,IP #25 and IP #13 and IP #1 and IP #32 and IP #2 and IP #24 and IP #37
35 Reliability / Robustness,01 Weight of Moving Object,IP #40 and IP #5 and IP #3 and IP #12 and IP #8 and IP #28 and IP #35 and IP #31
35 Reliability / Robustness,02 Weight of Stationary Object,IP #3 and IP #35 and IP #14 and IP #28 and IP #10 and IP #8 and IP #5 and IP #40
35 Reliability / Robustness,03 Length / Angle of Moving Object,IP #14 and IP #17 and IP #15 and IP #4 and IP #35 and IP #9 and IP #40 and IP #3
35 Reliability / Robustness,04 Length / Angle of Stationary Object,IP #28 and IP #24 and IP #3 and IP #35 and IP #7 and IP #4 and IP #17
35 Reliability / Robustness,05 Area of Moving Object,IP #17 and IP #14 and IP #15 and IP #10 and IP #4 and IP #3 and IP #35 and IP #7 and IP #9
35 Reliability / Robustness,06 Area of Stationary Object,IP #35 and IP #3 and IP #14 and IP #4 and IP #5 and IP #10 and IP #40 and IP #28 and IP #17
35 Reliability / Robustness,07 Volume of Moving Object,IP #14 and IP #7 and IP #15 and IP #24 and IP #35 and IP #3 and IP #10 and IP #1
35 Reliability / Robustness,08 Volume of Stationary Object,IP #5 and IP #35 and IP #3 and IP #17 and IP #14 and IP #24 and IP #7 and IP #31 and IP #2
35 Reliability / Robustness,09 Shape,IP #35 and IP #1 and IP #40 and IP #4 and IP #30 and IP #2 and IP #17 and IP #24
35 Reliability / Robustness,10 Amount of Substance,IP #3 and IP #28 and IP #40 and IP #31 and IP #5 and IP #25 and IP #4 and IP #2
35 Reliability / Robustness,11 Amount of Information,IP #10 and IP #24 and IP #32 and IP #3 and IP #25 and IP #5 and IP #2 and 
35 Reliability / Robustness,12 Duration of Action of Moving Object,IP #35 and IP #3 and IP #2 and IP #40 and IP #25 and IP #19 and IP #13
35 Reliability / Robustness,13 Duration of Action of Stationary Object,IP #35 and IP #3 and IP #12 and IP #25 and IP #2 and IP #23 and IP #5
35 Reliability / Robustness,14 Speed,IP #35 and IP #28 and IP #24 and IP #4 and IP #5 and IP #10
35 Reliability / Robustness,15 Force / Torque,IP #8 and IP #28 and IP #3 and IP #4 and IP #1 and IP #17 and IP #14 and IP #9
35 Reliability / Robustness,16 Energy Used by Moving Object,IP #35 and IP #19 and IP #3 and IP #14 and IP #1 and IP #21 and IP #37
35 Reliability / Robustness,17 Energy Used by Stationary Object,IP #35 and IP #19 and IP #3 and IP #1 and IP #13 and IP #12
35 Reliability / Robustness,18 Power,IP #35 and IP #1 and IP #4 and IP #10 and IP #40 and IP #16 and IP #3
35 Reliability / Robustness,19 Stress / Pressure,IP #35 and IP #10 and IP #19 and IP #24 and IP #40 and IP #3 and IP #5 and IP #12
35 Reliability / Robustness,20 Strength,IP #35 and IP #40 and IP #3 and IP #4 and IP #12 and IP #1 and IP #24 and IP #28
35 Reliability / Robustness,21 Stability,IP #40 and IP #35 and IP #3 and IP #1 and IP #39 and IP #24 and IP #2
35 Reliability / Robustness,22 Temperature,IP #3 and IP #35 and IP #15 and IP #10 and IP #30 and IP #37 and IP #36 and IP #1
35 Reliability / Robustness,23 Illumination Intensity,IP #35 and IP #37 and IP #24 and IP #13 and IP #32 and IP #3 and IP #11 and IP #5
35 Reliability / Robustness,24 Function Efficiency,IP #15 and IP #3 and IP #19 and IP #35 and IP #13 and IP #28 and IP #23
35 Reliability / Robustness,25 Loss of Substance,IP #35 and IP #15 and IP #10 and IP #12 and IP #3 and IP #4 and IP #39 and IP #2
